name                 time/op      ops/s        allocs/op    vs prev            vs ref            
del 1K (rnd)         6.8 ns       147.8M       0            ❔ new              ❔ uncertain       
del 1K (rnd) clr     13.5 ns      73.8M        0            ❔ new              ❔ uncertain       
del 1K (sps)         6.9 ns       144.2M       0            ❔ new              ❔ uncertain       
del 1K (sps) clr     7.7 ns       130.3M       0            ❔ new              ✅ +35%            
del 1K (dns)         6.9 ns       145.0M       0            ❔ new              ❔ uncertain       
del 1K (dns) clr     4.8 ns       207.0M       0            ❔ new              ✅ +19%            
del 1M (seq)         6.8 ns       147.2M       0            ❔ new              ❔ uncertain       
del 1M (seq) clr     10.2 ns      97.9M        0            ❔ new              ❌ -15%            
del 1M (rnd)         20.3 ns      49.3M        0            ❔ new              ✅ +15%            
del 1M (rnd) clr     17.5 ns      57.0M        0            ❔ new              ✅ +55%            
del 1M (sps)         6.8 ns       147.9M       0            ❔ new              ❔ uncertain       
del 1M (sps) clr     105.6 ns     9.5M         0            ❔ new              ❔ uncertain       
del 1M (dns)         40.9 ns      24.4M        0            ❔ new              ✅ +31%            
del 1M (dns) clr     18.5 ns      54.0M        0            ❔ new              ✅ +33%            
and 1K (seq)         836.8 ns     1.2M         4            ❔ new              ❔ uncertain       
and 1K (rnd)         612.9 ns     1.6M         4            ❔ new              ❌ -10%            
and 1K (sps)         1.2 µs       820.2K       19           ❔ new              🟰 similar         
and 1K (dns)         179.4 ns     5.6M         4            ❔ new              ❌ -37%            
and 1M (seq)         26.6 µs      37.7K        19           ❔ new              ✅ +24%            
and 1M (rnd)         27.3 µs      36.6K        19           ❔ new              ✅ +22%            
and 1M (sps)         4.0 ms       249          15.3K        ❔ new              ❌ -15%            
and 1M (dns)         3.0 µs       332.6K       5            ❔ new              ✅ +2.5x           
or 1K (seq)          1.9 µs       540.4K       16           ❔ new              ❌ -18%            
or 1K (rnd)          1.6 µs       613.5K       16           ❔ new              ❌ -32%            
or 1K (sps)          2.0 µs       507.5K       32           ❔ new              ❔ uncertain       
or 1K (dns)          362.0 ns     2.8M         12           ❔ new              ✅ +35%            
or 1M (seq)          28.5 µs      35.1K        27           ❔ new              ✅ +15%            
or 1M (rnd)          29.0 µs      34.5K        27           ❔ new              ✅ +15%            
or 1M (sps)          4.2 ms       236          15.3K        ❔ new              ❔ uncertain       
or 1M (dns)          3.3 µs       304.7K       8            ❔ new              ✅ +226x           
xor 1K (seq)         1.4 µs       698.2K       14           ❔ new              ✅ +4.9x           
xor 1K (rnd)         1.2 µs       834.1K       14           ❔ new              ❔ uncertain       
xor 1K (sps)         2.0 µs       488.5K       32           ❔ new              ❔ uncertain       
xor 1K (dns)         499.0 ns     2.0M         4            ❔ new              ❔ uncertain       
xor 1M (seq)         162.2 µs     6.2K         27           ❔ new              ❔ uncertain       
xor 1M (rnd)         38.6 µs      25.9K        27           ❔ new              ❔ uncertain       
xor 1M (sps)         4.2 ms       239          15.3K        ❔ new              ❔ uncertain       
xor 1M (dns)         3.1 µs       324.9K       8            ❔ new              ✅ +8.5x           
andnot 1K (seq)      936.2 ns     1.1M         4            ❔ new              🟰 similar         
andnot 1K (rnd)      744.4 ns     1.3M         4            ❔ new              ❔ uncertain       
andnot 1K (sps)      1.4 µs       718.7K       19           ❔ new              ❔ uncertain       
andnot 1K (dns)      175.5 ns     5.7M         5            ❔ new              ✅ +23x            
andnot 1M (seq)      26.7 µs      37.4K        19           ❔ new              ✅ +30%            
andnot 1M (rnd)      94.1 µs      10.6K        19           ❔ new              ❌ -60%            
andnot 1M (sps)      4.0 ms       249          15.3K        ❔ new              ❌ -17%            
andnot 1M (dns)      3.0 µs       328.1K       5            ❔ new              ✅ +9.1x           
range 1K (seq)       609.4 ns     1.6M         0            ❔ new              ❌ -15%            
range 1K (rnd)       460.4 ns     2.2M         0            ❔ new              ❌ -15%            
range 1K (sps)       677.0 ns     1.5M         0            ❔ new              🟰 similar         
range 1K (dns)       131.3 ns     7.6M         0            ❔ new              ❌ -15%            
range 1M (seq)       2.3 ms       434          0            ❔ new              ❌ -31%            
range 1M (rnd)       2.1 ms       484          0            ❔ new              ❌ -39%            
range 1M (sps)       668.5 µs     1.5K         0            ❔ new              ❔ uncertain       
range 1M (dns)       194.8 µs     5.1K         0            ❔ new              ✅ +60%            
write seq            147.1 ns     6.8M         9            ❔ new              ❔ uncertain       
read seq             224.6 ns     4.5M         13           ❔ new              ✅ +6.5x           
write rnd            2.8 µs       353.9K       11           ❔ new              ❔ uncertain       
read rnd             5.7 µs       174.2K       13           ❔ new              ❌ -53%            
write sps            138.4 µs     7.2K         4.6K         ❔ new              ❌ -37%            
read sps             158.5 µs     6.3K         6.1K         ❔ new              ❌ -50%            
write dns            1.0 µs       969.4K       7            ❔ new              ❔ uncertain       
read dns             2.8 µs       351.9K       8            ❔ new              ❌ -52%            
