name                 time/op      ops/s        allocs/op    vs prev            vs ref            
andnot 1K (seq)      944.5 ns     1.1M         4            ❔ new              ❔ uncertain       
andnot 1K (rnd)      732.6 ns     1.4M         4            ❔ new              🟰 similar         
andnot 1K (sps)      1.4 µs       703.8K       19           ❔ new              ❔ uncertain       
andnot 1K (dns)      178.1 ns     5.6M         5            ❔ new              ✅ +22x            
andnot 1M (seq)      27.3 µs      36.6K        19           ❔ new              ✅ +30%            
andnot 1M (rnd)      95.6 µs      10.5K        19           ❔ new              ❌ -60%            
andnot 1M (sps)      4.0 ms       252          15.3K        ❔ new              ❌ -16%            
andnot 1M (dns)      3.1 µs       322.4K       5            ❔ new              ✅ +9.0x           
range 1K (seq)       608.0 ns     1.6M         0            ❔ new              ❌ -15%            
range 1K (rnd)       467.2 ns     2.1M         0            ❔ new              ❌ -16%            
range 1K (sps)       674.9 ns     1.5M         0            ❔ new              🟰 similar         
range 1K (dns)       130.1 ns     7.7M         0            ❔ new              ❌ -15%            
range 1M (seq)       2.3 ms       434          0            ❔ new              ❌ -32%            
range 1M (rnd)       2.1 ms       483          0            ❔ new              ❌ -39%            
range 1M (sps)       667.4 µs     1.5K         0            ❔ new              ❌ -9%             
range 1M (dns)       193.3 µs     5.2K         0            ❔ new              ✅ +60%            
write seq            146.8 ns     6.8M         9            ❔ new              ✅ +6.4x           
read seq             226.0 ns     4.4M         13           ❔ new              ✅ +6.5x           
write rnd            2.8 µs       354.0K       11           ❔ new              ❔ uncertain       
read rnd             5.7 µs       174.8K       13           ❔ new              ❌ -54%            
write sps            138.5 µs     7.2K         4.6K         ❔ new              ❌ -36%            
read sps             155.4 µs     6.4K         6.1K         ❔ new              ❌ -50%            
write dns            1.0 µs       961.2K       7            ❔ new              ❔ uncertain       
read dns             2.9 µs       347.1K       8            ❔ new              ❌ -53%            
